"uuid","image_uuid","id","user_defined_key","concept","alt_concept","image","group_of","height","occluded","observer","truncated","width","x","y","rejected","verified","verifier","verification_timestamp","created_timestamp","last_updated_timestamp","column1"
bbef9b4b-e091-4329-9a95-57a53ada34b3,"0058e081-ab45-4550-a667-5535ffa43ba5","",b4b6c8c7-53d7-4d4a-d96a-1e251058c11e,Funiculina,"","","",23,"",yolov5,"",10,47,264,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,17
dcb9935d-89d9-4525-a1f6-9348cb79fcfe,"0058e081-ab45-4550-a667-5535ffa43ba5","",b2eb503e-b665-40de-dd6a-1e251058c11e,Funiculina,"","","",27,"",yolov5,"",9,430,176,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,18
af6006a1-cf5a-43cd-979c-dc52c326afb3,"0058e081-ab45-4550-a667-5535ffa43ba5","","9b5847ad-3a48-4d0e-d363-d8251058c11e",Funiculina,"","","",38,"",yolov5,"",10,128,285,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,19
f0b3eef3-97c3-4ae7-a029-1011b355af83,"0058e081-ab45-4550-a667-5535ffa43ba5","","3f00fe01-d288-4454-cf63-d8251058c11e",Funiculina,"","","",37,"",yolov5,"",10,303,364,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,20
"1e2203a4-9f96-46e9-aa33-a5a08fbd26bd","0058e081-ab45-4550-a667-5535ffa43ba5","","45e9c7e2-f939-46de-f16a-1e251058c11e",Umbellula,"","","",24,"",gsainz,"",15,277,145,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,21
"415dfc61-f535-4365-86cd-0c1cabd35e12","0058e081-ab45-4550-a667-5535ffa43ba5","","6616eaef-d1df-4a84-c363-d8251058c11e",Sebastolobus,"","","",23,"",yolov5,"",18,547,321,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,22
"92687898-d97b-4689-b2e5-e5e296d5cc17","0058e081-ab45-4550-a667-5535ffa43ba5","","1d91c264-87b4-4f9b-d163-d8251058c11e",Funiculina,"","","",30,"",yolov5,"",14,640,206,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,23
"9bc27df2-94d9-40f4-b0fe-c0524cce1158","0058e081-ab45-4550-a667-5535ffa43ba5","","8d3b7d59-164e-448d-c963-d8251058c11e",Funiculina,"","","",31,"",yolov5,"",21,699,230,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,24
bdb44a2c-206d-46f9-8a75-55a915370644,"0058e081-ab45-4550-a667-5535ffa43ba5","",eb377fed-f875-4360-e56a-1e251058c11e,Funiculina,"","","",21,"",yolov5,"",8,194,274,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,25
"1c66894e-2183-43e3-b5dd-259dc6c537f9","0058e081-ab45-4550-a667-5535ffa43ba5","",cb31f75f-b20d-4081-bd63-d8251058c11e,Funiculina,"","","",29,"",yolov5,"",9,253,291,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,26
ab308da5-f6fd-42dc-9f1b-5ae9a5ab80f1,"0058e081-ab45-4550-a667-5535ffa43ba5","",cd3383de-6277-4b8a-a36c-d5251058c11e,Funiculina,"","","",27,"",yolov5,"",13,401,153,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,27
"6f58e893-d4b9-4b62-89c2-7dae5ff0bbc5","0058e081-ab45-4550-a667-5535ffa43ba5","","13a399f5-4002-4543-b963-d8251058c11e",Umbellula,"","","",26,"",gsainz,"",11,396,222,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,28
e22653e8-0fd8-4b8f-b0bb-28d7f32284a2,"0058e081-ab45-4550-a667-5535ffa43ba5","",e56c17e7-38da-43dc-ef6a-1e251058c11e,Funiculina,"","","",28,"",yolov5,"",9,326,148,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,29
ef85701c-068e-4a67-97af-c3706a5a1975,"0058e081-ab45-4550-a667-5535ffa43ba5","",da11dacd-10ab-4e63-c563-d8251058c11e,Sebastolobus,"","","",22,"",yolov5,"",27,84,342,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,30
"40bda92f-b7df-44b8-a212-9757260770c3","0058e081-ab45-4550-a667-5535ffa43ba5","",cc240c0c-f6c7-421f-cb63-d8251058c11e,Funiculina,"","","",26,"",yolov5,"",15,562,251,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,31
"55ccaba2-bbb3-4c3e-b4bd-052899bab18f","0058e081-ab45-4550-a667-5535ffa43ba5","","01f68f22-4819-471b-d963-d8251058c11e",Funiculina,"","","",33,"",yolov5,"",16,554,211,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,32
"6152f531-854c-4f96-bc36-85ca23c3ffc4","0058e081-ab45-4550-a667-5535ffa43ba5","","96e09b5e-be9e-4c88-eb6a-1e251058c11e",Funiculina,"","","",24,"",yolov5,"",14,500,186,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,33
"82d9714c-94b4-40bd-be15-a77eb3ef40d9","0058e081-ab45-4550-a667-5535ffa43ba5","","051de7df-d246-4a03-e36a-1e251058c11e",Funiculina,"","","",19,"",yolov5,"",9,494,226,false,false,"",,2023-09-14 20:21:00.369,2023-09-14 20:21:00.369,34
"054d1fa4-e038-43f9-9e7f-398d2afff8df","00806a16-e687-469a-9a58-285bafcadf17","",c46a570d-73ca-4ff9-9085-8f93b306675c,Anoplopoma fimbria,"","","",171,"",Connor Yee,"",581,280,798,false,false,"",,2023-11-22 23:02:08.152,2023-11-22 23:02:08.152,35
"694d11a8-eac7-44c7-b1b4-055260178f1c","00806a16-e687-469a-9a58-285bafcadf17","","1e12b39e-63a8-4416-9087-8f601ffd463e",Anoplopoma fimbria,"","","",156,"",Connor Yee,"",498,870,727,false,false,"",,2023-11-22 23:02:08.152,2023-11-22 23:02:08.152,36
"6f68cd25-beaa-4705-be07-f72b50cc8548","00806a16-e687-469a-9a58-285bafcadf17","",a7cb98df-7f14-4734-9e00-54d85d03a2f3,Anoplopoma fimbria,"","","",124,"",Connor Yee,"",377,856,548,false,false,"",,2023-11-22 23:02:08.152,2023-11-22 23:02:08.152,37
"4b791f93-38b1-4c6d-83ce-8f862546d924","0142be4c-c49f-4db6-98b5-c38ff6d829f9","","1a2d067b-e024-4f49-4168-32bbce64b91e",Beringraja rhina,"","","",68,"",master@mbari.org,"",106,361,296,false,false,"",,2021-09-29 21:21:00.209,2021-11-01 17:25:23.212,38
"275972f5-8151-4953-9f85-8f47ef71ef08","016ebc47-e675-463e-938f-d50517cd25bc","","8f8a87a4-fe3f-4e27-b834-3859592cfcc0",Anoplopoma fimbria,"","","",73,"",Connor Yee,"",171,791,309,false,false,"",,2023-11-22 23:02:08.495,2023-11-22 23:02:08.495,39
"9d45976d-0a15-4f76-a496-ae96b5686a37","01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",d0025e56-81af-4163-e36f-49223dc5aa1e,Gastropoda,"","","",60,"",expert-observer,"",95,1395,111,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,40
e14f2cca-d10c-442c-bdbc-9e698b6e30c0,"01b7012e-4a7d-4c57-a2d2-62f79debb0f5","","76ec9daa-2c0f-41d7-976d-64223dc5aa1e",Gastropoda,"","","",71,"",expert-observer,"",96,899,418,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,41
"413ea572-2a34-40fa-a3ec-7c59723ec854","01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",c58db241-ed43-403d-476d-be213dc5aa1e,Sebastolobus,"","","",323,"",expert-observer,"",316,333,305,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,42
e3a97588-a36f-4399-8a48-453fe19b0118,"01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",d792ad25-1be7-416a-cf67-20223dc5aa1e,Gastropoda,"","","",65,"",expert-observer,"",105,117,528,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,43
"498d3269-1379-4f1c-a1a8-d66699e1971c","23cf34f7-98dd-4cbc-baaa-fb225ba00c9e","","",Alternatipathes,"","","",796,"","","",1329,0,65,false,false,"",,2022-10-31 14:45:54.186,2022-10-31 14:45:54.186,866
c23097cf-91b7-42f3-bd58-47606779b8ee,"01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",d7b056b3-5cd8-464a-fb6a-d9213dc5aa1e,Paguroidea,"","","",71,"",expert-observer,"",88,266,609,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,44
"616a7c16-a6f7-4508-917b-3ed124842de3","01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",a7aa26e3-b9ad-4d39-9965-061d3dc5aa1e,Sebastolobus,"","","",199,"",linda,"",255,610,446,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,45
"6d6e4c3c-b082-4628-a6d6-eb90ce6eb712","01b7012e-4a7d-4c57-a2d2-62f79debb0f5","","0f9ca1c1-9d94-4086-106c-12ce8aaab61e",Serpulidae,"","","",29,"",linda,"",53,494,547,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,46
"478458a8-d117-45a5-aad0-9a8823ee00ba","01b7012e-4a7d-4c57-a2d2-62f79debb0f5","",a35017fc-dc83-4c75-4a66-ca2e8aaab61e,Hippasteria californica,"","","",137,"",linda,"",193,502,704,false,false,"",,2021-09-29 21:21:00.099,2021-09-29 21:21:00.099,47
"747a19b9-9c97-4708-8c80-76d13e177c50","020e1109-0eb3-47d5-9ee7-b4d4f8a10e35","","7a9af7bf-b620-4bfc-a225-a4fd158dd6ad",Anoplopoma fimbria,"","","",81,"",Connor Yee,"",196,897,322,false,false,"",,2023-11-22 23:02:09.691,2023-11-22 23:02:09.691,48
"77d066bc-82eb-4e29-844d-0142242d1c9e","02440453-edd2-4a47-b3aa-639c90d7e601","","9a2fe23d-c791-4e79-306b-b7d579d8cc1e",Myctophidae,"","","",66,"",robs,"",52,515,674,false,false,"",,2022-05-24 23:32:13.816,2022-05-24 23:32:13.816,49
"87e2409a-4ef9-4527-9025-46022640ec90","024e064e-243e-47b7-9726-00a192071174","","7176a35b-71af-4b88-096a-18416758c11e",Crinoidea,"","","",203,"",gsainz,"",162,0,695,false,false,"",,2023-09-14 20:21:30.858,2023-09-14 20:21:30.858,50
"4d73b5a2-d07e-4664-97ae-576c50bc30b0","028e3634-7986-4340-91b3-ec888bc6427b","","084ba69a-d7e1-4a5b-cf62-7188fb80b61e",Macropinna microstoma,"","","",203,"",master@mbari.org,"",185,435,53,false,false,"",,2021-09-29 21:22:03.259,2021-11-01 17:22:37.061,51
"9810bc31-3604-4868-b8d0-0651c886889a","029c85e1-6a3c-4a08-bef8-fecfdf97ff86","","5af367ea-1d3c-49bf-f66b-1cfe52b5b81e",Physiculus rastrelliger,"","","",61,"",linda,"",112,474,50,false,false,"",,2021-09-29 21:26:41.527,2021-09-29 21:26:41.527,52
"006f60c4-ae40-44dd-8d90-b63e93b255b7","029c85e1-6a3c-4a08-bef8-fecfdf97ff86","",ad805521-69dc-4929-2063-07ce52b5b81e,Physiculus rastrelliger,"","","",61,"",linda,"",101,32,781,false,false,"",,2021-09-29 21:26:41.527,2021-09-29 21:26:41.527,53
"59bb0041-d5b4-41b0-9b98-609b8efbb73b","0330819d-0ad1-4660-b3fd-94744fa21cb8","","",Corbitellinae,"","","",62,"","","",38,979,254,false,false,"",,2021-09-30 14:50:04.655,2021-09-30 14:50:04.655,54
cab37a24-9902-448e-8fa3-931041e30b60,"0330819d-0ad1-4660-b3fd-94744fa21cb8","","",Hertwigia,"","","",106,"","","",147,1164,407,false,false,"",,2021-09-30 14:50:04.656,2021-09-30 14:50:04.656,55
"6ab6acfd-e0cb-49a2-952f-efc3050a669d","03696248-87cc-43a7-a396-2a2e1499d20d","","6ca82d3f-3d3b-4588-a264-df8d29c5aa1e",Ophiuroidea,"","","",38,"",expert-observer,"",37,1704,833,false,false,"",,2021-09-29 21:27:24.388,2021-09-29 21:27:24.388,56
c29e6fa8-8c08-4245-8f12-654971f7366e,"03696248-87cc-43a7-a396-2a2e1499d20d","","053e68c8-e0aa-4918-aa6e-1e0f2a66b61e",Antedonoidea,"","","",121,"",deepseabenthicecology@gmail.com,"",122,776,718,false,false,"",,2021-09-29 21:27:24.388,2024-10-21 22:57:37.479,57
"423185c4-b199-4e61-ad3b-a2c4cddfaf77","03696248-87cc-43a7-a396-2a2e1499d20d","","36dde2b0-bf82-4f7b-d567-e8722b66b61e",Antedonoidea,"","","",100,"",deepseabenthicecology@gmail.com,"",125,1051,600,false,false,"",,2021-09-29 21:27:24.388,2024-10-21 22:58:53.960,58
"847e2c1d-256a-43d7-abda-49cb3d9d7f70","03696248-87cc-43a7-a396-2a2e1499d20d","","1100264a-8716-4008-1a68-208c29c5aa1e",Cnemidocarpa,"","","",40,"",deepseabenthicecology@gmail.com,"",94,1721,857,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.902,59
"186fa913-efbe-4421-8608-dee200f646f1","03696248-87cc-43a7-a396-2a2e1499d20d","",e19e4c3e-3fb4-47a3-6e6d-7a8c29c5aa1e,Pannychia,"","","",81,"",deepseabenthicecology@gmail.com,"",77,613,787,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.911,60
"855ea9b9-7311-4417-85fb-eb836161d43a","03696248-87cc-43a7-a396-2a2e1499d20d","",ba67fd05-4a01-4f7e-266d-d48b29c5aa1e,Cnemidocarpa,"","","",39,"",expert-observer,"",49,762,906,false,false,"",,2021-09-29 21:27:24.388,2021-09-29 21:27:24.388,61
"1c8afca9-afc7-432f-b49a-c57feeebb007","03696248-87cc-43a7-a396-2a2e1499d20d","","176b98ec-3e1b-49e6-9a60-528e29c5aa1e",Antedonoidea,"","","",117,"",deepseabenthicecology@gmail.com,"",133,1781,321,false,false,"",,2021-09-29 21:27:24.388,2024-10-21 22:59:11.637,62
"9b37d9e5-c384-4410-94b7-ef6d637196ba","03696248-87cc-43a7-a396-2a2e1499d20d","",f5e7d306-d669-4fb3-5162-818929c5aa1e,Sebastolobus,"","","",61,"",linda,"",131,1129,735,false,false,"",,2021-09-29 21:27:24.388,2021-09-29 21:27:24.388,63
"4c011e97-88c8-49f4-9441-db440ef4c70b","03696248-87cc-43a7-a396-2a2e1499d20d","","8df7e825-0b46-484b-726f-c88c29c5aa1e",Pannychia,"","","",49,"",deepseabenthicecology@gmail.com,"",48,1077,371,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.911,64
"12e356f4-3c0a-4317-869c-573b6124bb5a","03696248-87cc-43a7-a396-2a2e1499d20d","","35d7d239-f748-495a-f668-038d29c5aa1e",Ophiuroidea,"","","",36,"",deepseabenthicecology@gmail.com,"",47,847,977,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.911,65
"3f7c9062-6150-4e73-b6fd-5eecde26dbb0","03696248-87cc-43a7-a396-2a2e1499d20d","","9a3eb75c-25d9-4e50-536f-95c72966b61e",Antedonoidea,"","","",107,"",deepseabenthicecology@gmail.com,"",113,930,519,false,false,"",,2021-09-29 21:27:24.388,2024-10-21 22:58:35.877,66
"3dbf4625-ecbf-4bc7-85a1-f33f539d2078","03696248-87cc-43a7-a396-2a2e1499d20d","","9f55b04d-957b-4679-966f-2a8e29c5aa1e",Ophiuroidea,"","","",57,"",deepseabenthicecology@gmail.com,"",61,1633,896,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.935,67
"10a5e200-0cd1-48d9-a1d1-6e11c00642cc","03696248-87cc-43a7-a396-2a2e1499d20d","",fdfd56d5-844f-463e-ba6f-6e8d29c5aa1e,Ophiuroidea,"","","",51,"",deepseabenthicecology@gmail.com,"",57,1316,875,false,false,"",,2021-09-29 21:27:24.388,2024-10-01 21:37:18.944,68
"7978a5b2-659f-4953-8cc7-d3497ed76a2c","03696248-87cc-43a7-a396-2a2e1499d20d","",ef3f5011-607f-4220-2e62-a78d29c5aa1e,Ophiuroidea,"","","",30,"",expert-observer,"",44,1576,866,false,false,"",,2021-09-29 21:27:24.388,2021-09-29 21:27:24.388,69
"3b71572f-6423-43bc-8557-3cf69528b4e6","03696248-87cc-43a7-a396-2a2e1499d20d","",fcaa1e67-0d49-42a0-fb69-023c2a66b61e,Antedonoidea,"","","",119,"",deepseabenthicecology@gmail.com,"",148,1620,620,false,false,"",,2021-09-29 21:27:24.388,2024-10-21 22:58:19.841,70
f85e3a34-e993-4cb5-a5af-43720a329f53,"03696248-87cc-43a7-a396-2a2e1499d20d","","",Pannychia,"","","",83,"","","",81,1349,661,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:34:29.136,2024-10-01 21:37:18.873,2024-10-01 21:37:18.873,71
"77277ea6-2436-46c8-b357-278279c31a83","03696248-87cc-43a7-a396-2a2e1499d20d","","",Ophiuroidea,"","","",33,"","","",55,1153,474,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:35:26.481,2024-10-01 21:37:18.943,2024-10-01 21:37:18.943,72
"10fbd4cf-a0a8-4e1d-8c96-89c72a8f7c90","03696248-87cc-43a7-a396-2a2e1499d20d","","",Cnemidocarpa,"","","",34,"","","",37,1610,843,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:34:56.904,2024-10-01 21:37:18.943,2024-10-01 21:37:18.943,73
c9ba8139-885e-4163-bc9a-bbdf7f70c692,"03696248-87cc-43a7-a396-2a2e1499d20d","","",Pannychia,"","","",131,"","","",67,944,948,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:36:53.094,2024-10-01 21:37:18.970,2024-10-01 21:37:18.970,74
d8e88589-1c11-40e8-811b-51c8f448bbf8,"03696248-87cc-43a7-a396-2a2e1499d20d","","",Keratoisis,"","","",237,"","","",117,479,136,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:35:41.302,2024-10-01 21:37:18.970,2024-10-01 21:37:18.970,75
"648e77d6-daf4-4757-801b-ea53cf8e398f","03696248-87cc-43a7-a396-2a2e1499d20d","","",Keratoisis,"","","",129,"","","",63,671,339,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:36:04.980,2024-10-01 21:37:18.979,2024-10-01 21:37:18.979,76
f4158a51-31fe-4381-bab5-bf6e928e2332,"03696248-87cc-43a7-a396-2a2e1499d20d","","",Porifera,"","","",31,"","","",45,1435,621,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:37:44.276,2024-10-01 21:38:57.686,2024-10-01 21:38:57.686,77
"6af861d3-cfb9-48c8-b14b-b8bdeecd01fa","03696248-87cc-43a7-a396-2a2e1499d20d","","",Porifera,"","","",35,"","","",87,1747,478,false,true,deepseabenthicecology@gmail.com,2024-10-01 21:38:05.394,2024-10-01 21:38:57.694,2024-10-01 21:38:57.694,78
e9a038a2-6b69-4723-abad-254d05f15837,"03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","2bf3c86e-5c89-4a47-da61-c79f1858c11e",Psolus squamatus,"","","",25,"",yolov5,"",26,402,288,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,79
a4f64756-aecc-4c6d-9fd7-8293465eecee,"03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","43a51e41-9682-4cf1-e461-c79f1858c11e",Psolus squamatus,"","","",29,"",yolov5,"",26,423,303,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,80
b726c4a3-9b37-41ca-a54c-22804d582625,"03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","8b01f35e-d996-4eca-d461-c79f1858c11e",Crinoidea,"","","",74,"",gsainz,"",81,261,130,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,81
"35674fcd-a665-418a-acc9-d1166e76ece3","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","2e87c935-ff6f-4356-d261-c79f1858c11e",Psolus squamatus,"","","",28,"",yolov5,"",32,603,296,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,82
"6b60fbfe-df06-4ecc-8d10-c54466c95573","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","75ed7bf8-abd6-461d-e861-c79f1858c11e",Psolus squamatus,"","","",34,"",yolov5,"",42,264,291,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,83
"6a465cb2-5778-4f10-a616-de6caabd5cc5","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","980d52b2-7ee1-4f35-d061-c79f1858c11e",Psolus squamatus,"","","",25,"",yolov5,"",28,148,301,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,84
"63dc479e-1d13-47ae-8003-08004b37fa99","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","",ee63f5bc-9359-4dfd-e061-c79f1858c11e,Psolus squamatus,"","","",28,"",yolov5,"",33,249,239,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,85
"5feace8e-c44b-4ddd-8f4f-47e67693ba62","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","6248da19-6f12-4990-e661-c79f1858c11e",Psolus squamatus,"","","",30,"",yolov5,"",34,370,267,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,86
d2dbfe46-c3bf-4c0e-a1de-1940f906b7cf,"03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","675014d3-0516-4ce7-cc61-c79f1858c11e",Psolus squamatus,"","","",19,"",yolov5,"",21,341,246,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,87
"85d384aa-0883-49be-a862-24e89f843e2c","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","9da3545e-124b-4c4a-de61-c79f1858c11e",Psolus squamatus,"","","",28,"",yolov5,"",29,486,308,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,88
baa499d4-63ae-47ce-a870-c4633015b2d5,"03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","04faea7d-ec1a-4649-dc61-c79f1858c11e",Heteropolypus ritteri,"","","",27,"",yolov5,"",31,504,277,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,89
"661ebb26-c153-4d6f-9a66-753c92e34b0b","03c5b1f6-f0a3-4e1e-93be-0df54ca28350","","76cf3f22-3a05-441d-e261-c79f1858c11e",Eptatretus,"","","",31,"",yolov5,"",39,529,149,false,false,"",,2023-09-14 20:22:01.751,2023-09-14 20:22:01.751,90
